num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2019S026332;13/07/2019;22:00:00;AVDA. MANZANARES / PQUE. MADRID RIO;172;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;439967,64;4471876,67;N;NULL
2019S026332;13/07/2019;22:00:00;AVDA. MANZANARES / PQUE. MADRID RIO;172;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;1;439967,64;4471876,67;N;NULL
2019S026335;14/07/2019;15:35:00;CALL. GENERAL RICARDOS / CALL. NUESTRA SEÑORA DE LA LUZ;197;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;1;436891,75;4470435,86;N;NULL
2019S026337;15/07/2019;16:35:00;CALL. HERMANOS CARPI / AVDA. PEÑA PRIETA;2;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;443502,76;4472500,61;N;NULL
2019S026355;15/07/2019;18:50:00;CALL. O'DONNELL, 18;18;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;5;442568,42;4474753,78;N;NULL
2019S026421;30/06/2019;16:00:00;GTA. PUENTE DE SEGOVIA, 1;1;LATINA;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;438525,45;4473923,9;N;NULL
2019S026471;17/07/2019;11:43:00;AVDA. ALBUFERA / CALL. JOSE PAULETE;226;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;7;444895,35;4471353,8;N;NULL
2019S026510;16/07/2019;18:45:00;CALL. ARGANZUELA, 16;16;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;439772,49;4473270,25;N;NULL
2019S026512;29/06/2019;19:20:00;PQUE. MADRID RIO / GTA. PUENTE DE SEGOVIA;+00280E;LATINA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;438590,81;4473823,89;N;NULL
2019S026571;17/07/2019;22:00:00;CALL. GRAN VIA / CALL. CLAVEL;2;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;440836,69;4474522,36;N;NULL
2019S026582;17/07/2019;18:45:00;PASEO. DELICIAS, 59;59;ARGANZUELA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;441130,54;4472499,39;N;NULL
2019S026663;18/07/2019;18:45:00;CUSTA. VEGA, 3;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;439239,59;4474040,47;N;NULL
2019S026665;18/07/2019;21:00:00;CALL. MARQUES DE URQUIJO / CALL. FERRAZ;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;439227,45;4475775,97;N;NULL
2019S026666;18/07/2019;18:10:00;CALLE GOYA CON CALLE GENERAL PARDIÑAS;95;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;442785,67;4475134,8;N;NULL
2019S026739;20/07/2019;14:16:00;CARABANCHEL BAJO FAROLA 10;29;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;436497,55;4469552,37;N;NULL
2019S026745;20/07/2019;14:35:00;CUSTA. VEGA, 3 FRENTE FAROLA Nº 6;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;439239,59;4474040,47;N;NULL
2019S026808;21/07/2019;12:10:00;CALL. PUERTO DE PORZUNA / CALL. CABEZA MESADA;46;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;446909,7;4469338,09;N;NULL
2019S026840;21/07/2019;22:15:00;CALL. DOCTOR ESQUERDO, 64;64;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;443105,56;4473920,81;N;NULL
2019S026841;22/07/2019;8:30:00;CALL. NAVARRA / CALL. PAMPLONA;15;TETUÁN;Caída;Nublado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;440281,31;4478336,86;N;NULL
2019S026842;22/07/2019;8:15:00;CALL. MANCHA, 1;1;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;443223,54;4470296,76;N;NULL
2019S026865;21/07/2019;20:53:00;CALL. FUENCARRAL, 16;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;440528,57;4474770,37;N;NULL
2019S026865;21/07/2019;20:53:00;CALL. FUENCARRAL, 16;16;CENTRO;Atropello a persona;LLuvia intensa;Bicicleta;Peatón;De 50 a 54 años;Mujer;NULL;440528,57;4474770,37;N;NULL
2019S026885;22/07/2019;19:00:00;CUSTA. VEGA, 1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;439301,65;4474039,81;N;NULL
2019S026886;22/07/2019;19:30:00;PASEO. RECOLETOS, 13;13;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;441232,87;4474757,26;N;NULL
2019S026924;23/07/2019;13:10:00;PASEO. CASTELLANA, 86;86;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;5;441398,48;4477129,26;N;NULL
2019S026963;23/07/2019;20:45:00;GTA. EMILIO CASTELAR, 0;0;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;441605,09;4476282,9;N;NULL
2019S026966;23/07/2019;20:32:00;PLAZA SANTA BARBARA CON CALLE SERRANO ANGUITA;1;CENTRO;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;440885,94;4475370,48;N;NULL
2019S026995;17/07/2019;10:00:00;PASEO. CASTELLANA, 170;170;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;NULL;441560,58;4479026,69;N;NULL
2019S027011;23/07/2019;19:50:00;PLAZA. MORERAS, 1;1;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;De 35 a 39 años;Mujer;1;437775,85;4475244,06;N;NULL
2019S027052;24/07/2019;22:40:00;GTA. ATOCHA-REINA SOFIA;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;441230,58;4473448,2;N;NULL
2019S027071;25/07/2019;11:05:00;EN CARRIL BICI;1;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;NULL;447099,23;4474329,02;N;NULL
2019S027141;26/07/2019;11:50:00;PASEO. CASTELLANA, 43;43;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;441513,44;4476330,94;N;NULL
2019S027182;26/07/2019;21:45:00;CALL. AZUCENAS, 6;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;440864,72;4479405,76;N;NULL
2019S027278;27/07/2019;17:31:00;CALL. ALFONSO XII / CALL. CLAUDIO MOYANO;50;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;441539,37;4473744,02;N;NULL
2019S027303;28/07/2019;12:40:00;CALL. ALFONSO XII / CALL. CASADO DEL ALISAL;34;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;441534,67;4473961,02;N;NULL
2019S027325;26/07/2019;12:35:00;AVDA. DEMOCRACIA / AUTOV. A-3;44;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;447462,44;4471406,23;N;NULL
2019S027369;29/07/2019;13:15:00;CALL. MANZANARES / CALL. LINNEO;23;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;438855,68;4473808,64;N;NULL
2019S027371;30/07/2019;8:15:00;AVDA. SUR DEL AEROPUERTO DE BARAJAS / AUTOV. M-22;2;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;450576,5;4478337,63;N;NULL
2019S027418;30/07/2019;19:05:00;CALL. SANTA MARIA LA REAL DE NIEVA, 9;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;439062,45;4473066,57;N;NULL
2019S027418;30/07/2019;19:05:00;CALL. SANTA MARIA LA REAL DE NIEVA, 9;9;ARGANZUELA;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;439062,45;4473066,57;N;NULL
2019S027422;30/07/2019;20:40:00;CALL. DOCTOR ESQUERDO, 9;9;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;443312,75;4475335,31;N;NULL
2019S027425;30/07/2019;23:05:00;CUESTA DE LA VEGA;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;439301,65;4474039,81;N;NULL
2019S027477;30/07/2019;20:40:00;AVDA. MEDITERRANEO / AUTOV. A-3;124;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;451043,54;4468492,95;N;NULL
2019S027484;17/07/2019;20:10:00;PQUE. MADRID RIO, +00300E;+00300E;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;438672,68;4473628,22;N;NULL
2019S027484;17/07/2019;20:10:00;PQUE. MADRID RIO, +00300E;+00300E;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;438672,68;4473628,22;N;NULL
2019S027511;01/08/2019;9:47:00;CALL. UNANIMIDAD / CALL. TERTULIA;1;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;441135,63;4468120,67;N;NULL
2019S027521;31/07/2019;10:15:00;PASEO. SANTA MARIA DE LA CABEZA / CALL. FRAY LUIS DE LEON;40;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;7;440885,13;4472845,27;N;NULL
2019S027541;31/07/2019;22:00:00;CALL. GENOVA / CALL. ZURBANO;15;CHAMBERÍ;Alcance;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;441161,56;4475358,23;N;NULL
2019S027558;01/08/2019;19:45:00;CMNO. POZO DEL TIO RAIMUNDO, 25;25;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;445029,75;4469206,77;N;NULL
2019S027568;02/08/2019;3:01:00;CALL. SEGOVIA, 43;43;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;5;439137,41;4473920,67;N;NULL
2019S027599;02/08/2019;11:35:00;CALL. MEJIA LEQUERICA / CALL. SAGASTA;23;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;1;440663,24;4475522,42;N;NULL
2019S027608;02/08/2019;15:50:00;CALL. VIA LIMITE / CALL. ALCOLEA;5;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;441434,79;4480510,21;N;NULL
2019S027642;03/08/2019;3:30:00;CUSTA. VEGA, 3;3;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;NULL;439239,59;4474040,47;N;NULL
2019S027795;05/08/2019;22:00:00;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 66;66;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;437216,02;4472611,6;N;NULL
2019S027813;06/08/2019;7:04:00;PASEO. PRADO / CALL. ALCALA;2;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;441109,48;4474401,96;N;NULL
2019S027815;05/08/2019;12:35:00;CALL. CLAUDIO MOYANO, 1;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;6;441508,44;4473468,73;N;NULL
2019S027815;05/08/2019;12:35:00;CALL. CLAUDIO MOYANO, 1;1;RETIRO;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Hombre;6;441508,44;4473468,73;N;NULL
2019S027825;06/08/2019;11:30:00;CARRIL BICI INTERIOR PARQUE LINEAL DEL MANZANARES;3;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;5;442534,46;4466696,6;N;NULL
2019S027834;05/08/2019;16:33:00;CALL. LOPEZ DE HOYOS, 100;100;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;442754,69;4477187,19;N;NULL
2019S027855;05/08/2019;20:15:00;AVDA. AVIACION / CTRA. BARRIO DE LA FORTUNA;121;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;434692,44;4469546,98;N;NULL
2019S027887;07/08/2019;8:02:00;CALL. FRANCISCO UMBRAL / CALL. VIA DE DUBLIN;2;BARAJAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;447054,95;4480498,42;N;NULL
2019S027955;07/08/2019;3:30:00;CALL. MARAVEDI, 12;12;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;436457,96;4468323,16;N;NULL
2019S027988;08/08/2019;19:10:00;CALL. LADERA DE LOS ALMENDROS / CALL. RAYA;18;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;447030,4;4472440,94;N;NULL
2019S027992;08/08/2019;22:25:00;CALL. ARROYO DE LA MEDIA LEGUA, 43;43;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;444521,51;4473806,48;N;NULL
2019S028005;08/08/2019;11:10:00;AUTOV. M-607, KM. 14500 SALIDA;+01410S;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;441639,16;4486377,4;N;NULL
2019S028042;08/08/2019;21:30:00;AVDA. HOSPITALIDAD, 3;3;LATINA;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;2;434415,3;4468263,31;N;NULL
2019S028044;09/08/2019;16:25:00;CALL. SANTA ESCOLASTICA, 1 (POSTERIOR APARCAMIENTO;1;VILLAVERDE;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;6;440599,58;4468237,09;N;NULL
2019S028132;10/08/2019;12:15:00;CALL. ISABEL COLBRAND / CALL. PALAS DE REY;4;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;443102,86;4485097,54;N;NULL
2019S028337;15/08/2019;13:05:00;CALLE ALCALA 149;149;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;442608,96;4475104,63;N;NULL
2019S028354;15/08/2019;17:05:00;GLORIETA SOBRE M-40;7;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;448354,41;4474500,04;N;NULL
2019S028487;14/08/2019;18:40:00;ANILLO VERDE CICLISTA, PKM 32;110;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;1;437808,78;4469462,88;N;NULL
2019S028515;19/08/2019;13:15:00;CALL. ARROYO BELINCOSO, 9;9;MORATALAZ;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;444591,07;4473396,8;N;NULL
2019S028541;19/08/2019;18:35:00;CALL. VELAZQUEZ, 69;69;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;441995,11;4475803,56;N;NULL
2019S028597;20/08/2019;18:32:00;PASEO. REPUBLICA DE CUBA, 6;6;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;5;442046,74;4473937,41;N;NULL
2019S028597;20/08/2019;18:32:00;PASEO. REPUBLICA DE CUBA, 6;6;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6  a  9 años;Hombre;14;442046,74;4473937,41;N;NULL
2019S028640;20/08/2019;21:40:00;CMNO. ROBLEDAL, 2;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;436727,76;4474109,97;N;NULL
2019S028640;20/08/2019;21:40:00;CMNO. ROBLEDAL, 2;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;436727,76;4474109,97;N;NULL
2019S028644;16/08/2019;21:02:00;AVDA. MANZANARES / PQUE. MADRID RIO;194;USERA;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Mujer;1;440316,65;4471649,51;N;NULL
2019S028647;21/08/2019;19:45:00;CALL. PRINCIPE DE VERGARA / CALL. HERMOSILLA;32;SALAMANCA;Colisión lateral;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;442329,07;4475293,99;N;NULL
2019S028666;22/08/2019;6:10:00;CALL. BRAVO MURILLO / CALL. VIRIATO;18;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;440280,98;4476345,98;N;NULL
2019S028686;22/08/2019;14:50:00;AVDA. PEÑA PRIETA / CALL. MENDIVIL;21;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;443427,05;4472410,98;N;NULL
2019S028835;24/08/2019;20:10:00;CTRA. ZARZON, 6;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;6;435150,93;4473206,23;N;NULL
2019S028835;24/08/2019;20:10:00;CTRA. ZARZON, 6;6;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 6  a  9 años;Hombre;14;435150,93;4473206,23;N;NULL
2019S028861;23/08/2019;13:30:00;AVDA. POBLADOS / AUTOV. A-42;166;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;440806,5;4469133,95;N;NULL
2019S028869;21/08/2019;13:20:00;CALL. MARCELO USERA / CALL. SAN ANTONIO DE PADUA;1;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;440582,7;4471022,27;N;NULL
2019S028878;25/08/2019;20:40:00;PASEO. ERMITA DEL SANTO, 80;80;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 6  a  9 años;Hombre;14;437813,2;4472356,63;N;NULL
2019S028878;25/08/2019;20:40:00;PASEO. ERMITA DEL SANTO, 80;80;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;6;437813,2;4472356,63;N;NULL
2019S028881;25/08/2019;19:10:00;CALL. SERRANO, 30;30;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;441655,8;4475117,12;N;NULL
2019S028932;26/08/2019;15:30:00;PASEO. CAMOENS Y VALERO, 2;2;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;438331,65;4475996,53;N;NULL
2019S028981;28/08/2019;9:35:00;CALL. CONDE DE PEÑALVER, 68;68;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;442750,42;4475881,53;N;NULL
2019S028983;28/08/2019;10:50:00;CALL. FUENTE CARRANTONA, 61;61;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;446635,16;4473699,65;N;NULL
2019S028983;28/08/2019;10:50:00;CALL. FUENTE CARRANTONA, 61;61;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;446635,16;4473699,65;N;NULL
2019S029005;27/08/2019;20:05:00;PASEO. PONTONES / PASEO. MELANCOLICOS;45;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;438919,5;4472839,38;N;NULL
2019S029018;28/08/2019;13:00:00;PASEO. GENERAL MARTINEZ CAMPOS, 41;41;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;441323,94;4476300,7;N;NULL
2019S029022;29/08/2019;8:00:00;CALL. CAMPEZO / CALL. LAGUARDIA;1;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;450639,6;4477696,6;N;NULL
2019S029033;29/08/2019;2:35:00;CALL. SEGOVIA / RONDA. SEGOVIA;51;ARGANZUELA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;439076,07;4473922,78;N;NULL
2019S029079;29/08/2019;22:45:00;CALL. LUCHANA, 30;30;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;14;440715,06;4475863,03;N;NULL
2019S029101;29/08/2019;14:45:00;PASEO. ALBERTO PALACIOS, 11;11;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;439674,75;4466413,21;N;NULL
2019S029101;29/08/2019;14:45:00;PASEO. ALBERTO PALACIOS, 11;11;VILLAVERDE;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;439674,75;4466413,21;N;NULL
2019S029194;31/08/2019;13:35:00;AUTOV. A-42, +00500S;+00500S;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;438905,53;4469804,58;N;NULL
2019S029200;30/08/2019;21:40:00;CALL. PRINCESA, 31;31;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;439381,02;4475513,99;N;NULL
2019S029210;31/08/2019;19:10:00;"CAMINO EN ZONA DENOMIDADA COMO ""ESPACIO MÉXICO""";1;BARAJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;448082,9;4478956,1;N;NULL
2019S029257;01/09/2019;8:25:00;AVDA. NUESTRA SEÑORA DE VALVANERA, 155;155;LATINA;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;3;437030,59;4471709,33;N;NULL
2019S029277;01/09/2019;15:22:00;CALL. EMBAJADORES, 324;324;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;442044,37;4469474,21;N;NULL
2019S029285;31/08/2019;21:50:00;CALL. RAMON GOMEZ DE LA SERNA, 9A;9A;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;438702,59;4481500,55;N;NULL
2019S029341;01/09/2019;21:40:00;AVDA. PABLO NERUDA, 58;58;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;445209,36;4471004,33;N;NULL
2019S029358;02/09/2019;13:35:00;PASEO. DELICIAS, 65A;65A;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;5;441106,21;4472241,42;N;NULL
2019S029391;03/09/2019;16:00:00;CALL. SAN GERMAN / CALL. GENERAL CABRERA;32;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;441003,78;4478664,44;N;NULL
2019S029437;04/09/2019;10:40:00;CALL. ALBERTO AGUILERA, 16;16;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;439929,11;4475723,08;N;NULL
2019S029444;04/09/2019;13:22:00;AVDA. ALBUFERA, 144;144;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;444658,98;4471384,44;N;NULL
2019S029460;02/09/2019;18:15:00;AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL;8;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;445154,57;4481760,45;N;NULL
2019S029485;04/09/2019;18:30:00;CALL. GENERAL ORAA / CALL. GENERAL PARDIÑAS;74;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;6;442502,75;4476348,97;N;NULL
2019S029497;04/09/2019;23:38:00;CALL. CLAVEL / CALL. CABALLERO DE GRACIA;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;440632,04;4474552,75;N;NULL
2019S029547;27/08/2019;21:45:00;CALL. ATOCHA / PLAZA. EMPERADOR CARLOS V;127;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;5;441210,88;4473454,27;N;NULL
2019S029556;05/09/2019;19:04:00;CALL. ALCALA / CALL. MARQUES DE CUBAS;44;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;440947,35;4474446,52;N;NULL
2019S029560;05/09/2019;19:25:00;CALL. FRANCOS RODRIGUEZ, 14;14;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;440339,15;4478501,61;N;NULL
2019S029560;05/09/2019;19:25:00;CALL. FRANCOS RODRIGUEZ, 14;14;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;Menor de 5 años;Hombre;7;440339,15;4478501,61;N;NULL
2019S029561;30/08/2019;16:45:00;CALL. MARQUES DE CUBAS, 18;18;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;440959,59;4474188,28;N;NULL
2019S029624;06/09/2019;13:45:00;AVDA. POBLADOS / AUTOV. A-42;151;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;1;438533,02;4469480,67;N;NULL
2019S029626;05/09/2019;18:05:00;CALL. ARTURO SORIA / CALL. ASUNCION PEREZ VIZCAINO;233;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;443618,58;4479348,25;N;NULL
2019S029640;03/09/2019;20:20:00;CALL. RUTILO, 11;11;USERA;Colisión lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;441653,29;4468663,02;N;NULL
2019S029644;05/09/2019;21:15:00;CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI;1;MORATALAZ;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;444165,51;4473258;N;NULL
2019S029644;05/09/2019;21:15:00;CALL. ARROYO DE LA MEDIA LEGUA / CALL. ALCALDE GARRIDO JUARISTI;1;MORATALAZ;Atropello a persona;Despejado;Bicicleta;Peatón;De 18 a 20 años;Hombre;14;444165,51;4473258;N;NULL
